room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
41712,182322,Private room,Southwark,Cathedrals,42,4.5,2,1.0,150.0,1,51.501012,-0.098697,2014-05-13 17:53:24.656
41870,182993,Private room,Waltham Forest,Cathall,2,4.5,1,1.0,74.0,2,51.558424,0.003823,2014-05-13 13:16:06.263
41936,169878,Private room,Hackney,Victoria,32,4.5,2,1.0,91.0,1,51.535817,-0.05498,2014-05-13 16:23:00.520
42001,183658,Private room,Hammersmith and Fulham,Avonmore and Brook Green,96,4.5,3,1.0,114.0,2,51.494409,-0.204787,2014-05-13 07:28:45.146
42010,157884,Private room,Barnet,East Finchley,245,5.0,2,1.0,66.0,2,51.586113,-0.162722,2014-05-13 07:53:07.672
42839,187107,Private room,Lewisham,Evelyn,0,,2,1.0,127.0,3,51.489856,-0.031195,2014-05-13 10:40:56.171
42966,187556,Private room,Southwark,The Lane,16,5.0,2,1.0,66.0,4,51.466421,-0.071258,2014-05-13 16:40:04.933
43129,188138,Shared room,Hammersmith and Fulham,Munster,22,4.5,2,1.0,76.0,2,51.481304,-0.209925,2014-05-13 12:16:53.739
43202,188559,Entire home/apt,Brent,Queens Park,8,5.0,2,1.0,189.0,2,51.529609,-0.218219,2014-05-13 15:42:05.988
43448,189764,Private room,Islington,Caledonian,51,4.5,1,1.0,104.0,4,51.532772,-0.119097,2014-05-13 15:14:44.337
43814,191604,Entire home/apt,Westminster,Marylebone High Street,29,4.5,4,2.0,524.0,3,51.516981,-0.150939,2014-05-13 08:27:32.979
44117,193216,Private room,Southwark,Newington,28,4.5,2,1.0,108.0,1,51.491998,-0.100871,2014-05-13 10:34:12.766
44195,193586,Private room,Kensington and Chelsea,Colville,123,4.5,1,1.0,85.0,1,51.517532,-0.206827,2014-05-13 14:17:17.466
44525,67625,Entire home/apt,Camden,Holborn and Covent Garden,39,4.5,3,1.0,265.0,5,51.518888,-0.12283,2014-05-13 17:45:45.546
44649,48653,Private room,Hackney,De Beauvoir,30,4.5,2,1.0,62.0,1,51.540607,-0.084626,2014-05-13 11:30:23.594
45168,199549,Entire home/apt,Westminster,Bayswater,45,5.0,4,1.0,237.0,1,51.516722,-0.19517,2014-05-13 11:52:45.559
45502,40327,Entire home/apt,Hackney,Hoxton East & Shoreditch,1,5.0,2,1.0,274.0,3,51.528878,-0.081622,2014-05-13 15:29:24.277
45670,202973,Private room,Brent,Mapesbury,47,5.0,2,1.0,66.0,2,51.55133,-0.214068,2014-05-13 11:22:07.710
46396,207427,Private room,Bromley,Bickley,0,,2,1.0,104.0,1,51.398285,0.038203,2014-05-13 09:24:45.404
46825,210050,Private room,Bromley,Penge and Cator,1,3.5,3,1.0,55.0,1,51.411814,-0.065834,2014-05-13 17:32:46.993
46992,211291,Private room,Hackney,Homerton,53,5.0,3,1.0,76.0,3,51.550216,-0.050782,2014-05-13 13:22:03.615
47179,479568,Entire home/apt,Wandsworth,Latchmere,2,4.0,2,1.0,151.0,4,51.46686,-0.17796,2014-05-13 10:06:05.445
47192,212734,Private room,Camden,Camden Town with Primrose Hill,142,5.0,2,1.0,85.0,3,51.54483,-0.144717,2014-05-13 10:44:22.116
47687,216660,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,32,4.5,2,1.0,136.0,1,51.495062,-0.227499,2014-05-13 09:55:28.805
49970,216660,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,23,4.5,2,1.0,123.0,1,51.495266,-0.229376,2014-05-13 08:58:42.210
51578,237356,Entire home/apt,Hackney,Homerton,6,5.0,2,1.0,151.0,2,51.552253,-0.055471,2014-05-13 12:20:04.921
51830,239020,Entire home/apt,Westminster,Bayswater,45,5.0,3,1.0,227.0,2,51.517324,-0.19313,2014-05-13 12:09:05.512
51905,186823,Private room,Enfield,Jubilee,0,,3,1.0,104.0,1,51.633203,-0.056068,2014-05-13 15:39:30.203
52751,216660,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,4,4.5,4,1.0,155.0,1,51.494096,-0.229237,2014-05-13 07:24:15.276
52940,157884,Private room,Barnet,Garden Suburb,174,5.0,2,1.0,73.0,2,51.586335,-0.163916,2014-05-13 16:10:25.625
53047,246435,Private room,Camden,West Hampstead,0,,2,1.0,85.0,1,51.546441,-0.194131,2014-05-13 09:12:40.519
53245,247650,Entire home/apt,Lambeth,Stockwell,0,,2,1.0,157.0,1,51.472186,-0.127222,2014-05-13 18:28:00.284
54970,202973,Private room,Brent,Mapesbury,65,5.0,5,1.0,85.0,2,51.550826,-0.214145,2014-05-13 15:19:36.134
55133,157884,Private room,Haringey,Fortis Green,150,5.0,2,1.0,90.0,2,51.584101,-0.161876,2014-05-13 10:58:52.383
55574,857701,Entire home/apt,Westminster,Marylebone High Street,2,5.0,4,2.0,379.0,2,51.517019,-0.151094,2014-05-13 07:42:59.192
56229,216660,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,10,5.0,2,1.0,136.0,1,51.493551,-0.228644,2014-05-13 14:24:08.197
56376,246399,Entire home/apt,Camden,West Hampstead,8,5.0,4,2.0,227.0,3,51.546886,-0.195862,2014-05-13 09:15:13.168
57627,202973,Private room,Brent,Mapesbury,65,5.0,3,1.0,72.0,3,51.550155,-0.213878,2014-05-13 07:56:55.022
57906,276506,Private room,Newham,Canning Town North,40,4.5,2,1.0,85.0,2,51.518173,0.011247,2014-05-13 08:58:57.486
58542,280260,Private room,Waltham Forest,Grove Green,40,5.0,3,1.0,47.0,3,51.560667,-0.007082,2014-05-13 14:49:43.066
59656,196620,Private room,Westminster,Little Venice,95,5.0,2,1.0,123.0,1,51.523327,-0.184424,2014-05-13 07:02:02.944
60202,289870,Private room,Haringey,Hornsey,12,5.0,1,1.0,47.0,1,51.58727,-0.118678,2014-05-13 08:37:49.776
60217,289928,Private room,Haringey,Northumberland Park,3,4.0,2,1.0,53.0,7,51.59984,-0.060546,2014-05-13 09:17:57.971
60222,289910,Private room,Barnet,Burnt Oak,1,4.5,2,1.0,66.0,2,51.599241,-0.252944,2014-05-13 09:30:49.262
60355,290689,Private room,Newham,Custom House,17,5.0,2,1.0,95.0,1,51.51268,0.026953,2014-05-13 15:46:27.591
60395,290867,Private room,Ealing,Northfield,59,5.0,2,1.0,44.0,4,51.495402,-0.310816,2014-05-13 17:40:21.120
60414,291001,Private room,Westminster,Hyde Park,198,5.0,2,1.0,95.0,1,51.516444,-0.172286,2014-05-13 18:31:53.328
60702,292744,Private room,Hounslow,Osterley and Spring Grove,7,4.5,3,1.0,76.0,1,51.484748,-0.325795,2014-05-13 08:05:13.331
60734,292983,Private room,Waltham Forest,Leytonstone,59,4.5,6,1.0,76.0,1,51.573296,0.010382,2014-05-13 09:30:52.659
60751,189764,Private room,Islington,Caledonian,17,4.5,1,1.0,91.0,4,51.53177,-0.117594,2014-05-13 10:18:11.585
61156,295707,Entire home/apt,Haringey,Tottenham Green,110,4.5,2,1.0,123.0,3,51.587983,-0.078321,2014-05-13 17:18:44.668
61158,295719,Entire home/apt,Camden,Gospel Oak,2,4.5,4,2.0,331.0,7,51.554271,-0.154044,2014-05-13 17:24:57.730
61535,297981,Entire home/apt,Westminster,Hyde Park,95,5.0,2,1.0,246.0,2,51.514334,-0.162913,2014-05-13 11:04:00.338
61692,299008,Shared room,Southwark,South Bermondsey,0,,2,1.0,167.0,1,51.488807,-0.065494,2014-05-13 18:25:14.695
61695,299027,Private room,Tower Hamlets,Weavers,40,4.5,3,1.0,78.0,1,51.527484,-0.065595,2014-05-13 18:34:14.719
62218,302657,Entire home/apt,Camden,Gospel Oak,48,4.5,4,1.0,237.0,7,51.55534,-0.162026,2014-05-13 07:08:32.954
62228,302737,Entire home/apt,Hammersmith and Fulham,Addison,9,5.0,2,2.0,132.0,1,51.498547,-0.218008,2014-05-13 07:37:36.291
62259,302904,Entire home/apt,Hackney,Lea Bridge,61,4.0,7,1.0,142.0,1,51.565086,-0.050261,2014-05-13 09:02:04.902
62260,302904,Private room,Hackney,Lea Bridge,21,4.5,3,1.0,66.0,1,51.565651,-0.04864,2014-05-13 09:04:19.998
62451,303994,Entire home/apt,Islington,Bunhill,34,4.0,6,2.0,225.0,1,51.525787,-0.099533,2014-05-13 18:01:18.952
62957,53348,Private room,Camden,Haverstock,85,4.0,2,1.0,45.0,1,51.549813,-0.151761,2014-05-13 17:46:30.972
63051,307524,Entire home/apt,Hackney,Hoxton West,23,4.5,2,1.0,208.0,2,51.531435,-0.092386,2014-05-13 10:06:43.361
63679,246449,Private room,Kensington and Chelsea,Abingdon,147,5.0,2,1.0,123.0,1,51.494873,-0.193135,2014-05-13 15:34:06.241
63857,54987,Entire home/apt,Tower Hamlets,Whitechapel,2,4.0,5,2.0,377.0,5,51.511488,-0.067144,2014-05-13 11:55:28.189
63864,54987,Entire home/apt,Tower Hamlets,Canary Wharf,3,4.5,3,1.0,301.0,3,51.497259,-0.020223,2014-05-13 12:14:49.731
63948,216660,Private room,Hammersmith and Fulham,Hammersmith Broadway,2,5.0,2,1.0,146.0,1,51.494022,-0.22724,2014-05-13 16:11:09.847
64408,191154,Entire home/apt,Greenwich,Glyndon,48,4.5,8,2.0,170.0,3,51.496454,0.078212,2014-05-13 13:46:11.303
64429,193586,Private room,Kensington and Chelsea,Golborne,70,4.5,2,1.0,123.0,1,51.520535,-0.209681,2014-05-13 14:47:05.223
64489,306598,Private room,Richmond upon Thames,Twickenham Riverside,0,,2,1.0,189.0,3,51.45847,-0.313609,2014-05-13 17:33:55.942
64988,317695,Private room,Hackney,London Fields,46,5.0,2,1.0,142.0,2,51.543773,-0.0653,2014-05-13 16:56:38.484
65638,320901,Entire home/apt,Southwark,Newington,89,4.5,2,1.0,161.0,6,51.486241,-0.09624,2014-05-13 11:20:26.947
65908,322341,Private room,Lambeth,Brixton Hill,0,,2,1.0,151.0,2,51.459705,-0.120078,2014-05-13 12:01:23.253
66566,163836,Private room,Islington,Tollington,43,5.0,2,1.0,36.0,2,51.566851,-0.112618,2014-05-13 06:53:43.973
66772,216660,Private room,Hammersmith and Fulham,Hammersmith Broadway,8,5.0,2,1.0,117.0,1,51.49404,-0.227378,2014-05-13 16:32:54.389
67025,211108,Entire home/apt,Westminster,Knightsbridge and Belgravia,28,5.0,5,1.0,284.0,2,51.495998,-0.154224,2014-05-13 16:24:15.518
67228,188940,Entire home/apt,Brent,Kilburn,32,4.5,5,2.0,284.0,1,51.533088,-0.201549,2014-05-13 13:55:16.625
67512,333087,Private room,Ealing,Acton Central,0,,2,1.0,142.0,1,51.512731,-0.272516,2014-05-13 15:13:05.315
67851,235606,Entire home/apt,Hackney,London Fields,5,5.0,2,1.0,132.0,7,51.541547,-0.05838,2014-05-13 07:08:53.365
67934,335716,Private room,Barnet,Burnt Oak,4,4.5,1,1.0,44.0,5,51.60202,-0.261386,2014-05-13 10:59:16.331
69198,345886,Private room,Haringey,West Green,3,5.0,1,1.0,66.0,1,51.590159,-0.094272,2014-05-13 10:13:26.508
69644,349734,Entire home/apt,Lambeth,Bishop's,184,5.0,5,1.0,132.0,1,51.495945,-0.120018,2014-05-13 07:12:15.124
70182,174430,Private room,Lewisham,New Cross,44,5.0,2,1.0,72.0,3,51.476558,-0.048441,2014-05-13 08:26:00.207
71875,67564,Entire home/apt,Camden,Bloomsbury,12,5.0,3,1.0,280.0,3,51.522788,-0.139186,2014-05-13 15:44:01.900
71888,168259,Private room,Newham,Forest Gate North,13,4.5,1,1.0,57.0,1,51.553322,0.009776,2014-05-13 16:21:02.499
71969,370404,Private room,Camden,Camden Town with Primrose Hill,60,5.0,1,1.0,85.0,1,51.538341,-0.142586,2014-05-13 08:11:52.201
71983,17577,Entire home/apt,Wandsworth,Queenstown,11,5.0,2,1.0,244.0,2,51.474354,-0.154399,2014-05-13 08:48:09.972
72059,371121,Private room,Haringey,Alexandra,8,5.0,4,1.0,151.0,2,51.594777,-0.141416,2014-05-13 12:20:59.355
72802,157191,Entire home/apt,Southwark,Riverside,47,4.5,6,2.0,416.0,2,51.501497,-0.075887,2014-05-13 11:09:50.201
72913,379315,Private room,Lambeth,Oval,69,5.0,2,1.0,76.0,2,51.480644,-0.114387,2014-05-13 16:24:45.791
72920,98140,Entire home/apt,Islington,Holloway,61,4.5,4,1.0,151.0,2,51.55013,-0.124073,2014-05-13 16:43:59.412
73431,383525,Entire home/apt,Lambeth,Coldharbour,16,5.0,6,2.0,227.0,2,51.461929,-0.110853,2014-05-13 16:41:30.500
73439,169150,Entire home/apt,Westminster,West End,113,4.5,3,1.0,151.0,2,51.513948,-0.130473,2014-05-13 17:02:25.912
73884,216660,Private room,Hammersmith and Fulham,Hammersmith Broadway,10,5.0,2,1.0,117.0,1,51.493845,-0.227892,2014-05-13 13:55:36.579
73930,387264,Entire home/apt,Islington,St. Peter's,9,5.0,4,1.0,282.0,3,51.533973,-0.09913,2014-05-13 16:03:45.687
74546,392499,Private room,Camden,Kentish Town,12,5.0,2,1.0,161.0,2,51.545994,-0.141809,2014-05-13 08:56:29.003
74732,345130,Entire home/apt,Kensington and Chelsea,Campden,14,4.5,2,1.0,237.0,2,51.502372,-0.187701,2014-05-13 17:41:11.499
75120,183658,Entire home/apt,Kensington and Chelsea,Abingdon,20,4.5,12,4.0,662.0,3,51.49529,-0.202567,2014-05-13 11:51:12.380
75414,391866,Private room,Enfield,Chase,1,5.0,2,1.0,95.0,2,51.667506,-0.056249,2014-05-13 13:37:54.893
76623,110865,Entire home/apt,Islington,St. Mary's,13,4.5,5,1.0,274.0,3,51.542502,-0.102108,2014-05-13 10:16:07.968
76932,196620,Entire home/apt,Westminster,Little Venice,10,5.0,3,2.0,379.0,14,51.526319,-0.184921,2014-05-13 12:46:34.637
78332,420668,Private room,Brent,Brondesbury Park,1,3.5,2,1.0,76.0,1,51.536877,-0.224466,2014-05-13 18:23:58.885
78412,421105,Entire home/apt,Islington,Canonbury,5,5.0,9,3.0,539.0,3,51.545573,-0.096073,2014-05-13 10:07:30.087
78415,421104,Private room,Croydon,Upper Norwood,8,5.0,1,1.0,34.0,3,51.409979,-0.113271,2014-05-13 10:16:09.913
78523,421909,Private room,Westminster,Lancaster Gate,33,4.5,1,1.0,104.0,5,51.514757,-0.180146,2014-05-13 15:20:25.474
78565,422144,Private room,Southwark,The Lane,4,5.0,1,1.0,79.0,2,51.467096,-0.069228,2014-05-13 17:19:44.771
78606,422362,Private room,Waltham Forest,Leytonstone,0,,2,1.0,57.0,1,51.571573,0.01088,2014-05-13 07:19:21.484
79111,425778,Entire home/apt,Hackney,Hoxton East & Shoreditch,93,4.5,2,1.0,187.0,1,51.533248,-0.080525,2014-05-13 06:56:36.726
79129,425764,Private room,Merton,Cannon Hill,14,5.0,2,1.0,76.0,1,51.397107,-0.213417,2014-05-13 07:49:19.730
79146,425957,Entire home/apt,Richmond upon Thames,Mortlake and Barnes Common,0,,2,1.0,227.0,3,51.46831,-0.255595,2014-05-13 08:36:00.609
79216,426378,Private room,Lewisham,Catford South,0,,2,1.0,95.0,3,51.438277,-0.019752,2014-05-13 11:51:23.676
79234,426483,Private room,Southwark,The Lane,3,4.5,2,1.0,66.0,2,51.464706,-0.069641,2014-05-13 12:41:37.297
79455,427855,Entire home/apt,Greenwich,Peninsula,6,5.0,2,1.0,180.0,3,51.485599,0.008051,2014-05-13 11:01:41.759
79582,428658,Private room,Camden,Regent's Park,169,5.0,1,1.0,81.0,1,51.530063,-0.135389,2014-05-13 17:00:37.101
79704,429606,Private room,Southwark,Surrey Docks,3,5.0,2,1.0,95.0,3,51.498291,-0.034185,2014-05-13 10:42:55.575
79741,191154,Entire home/apt,Greenwich,Woolwich Riverside,22,4.5,4,1.0,123.0,3,51.49082,0.071249,2014-05-13 12:27:22.115
80123,432648,Entire home/apt,Wandsworth,Balham,41,5.0,2,1.0,161.0,2,51.453305,-0.156464,2014-05-13 18:21:20.377
80433,427750,Private room,Lambeth,Thurlow Park,0,,1,1.0,76.0,1,51.436659,-0.09076,2014-05-13 08:53:21.464
80441,416812,Entire home/apt,Lambeth,Bishop's,23,5.0,2,1.0,189.0,1,51.494936,-0.120036,2014-05-13 09:16:08.571
80454,427750,Private room,Lambeth,Gipsy Hill,0,,1,1.0,76.0,1,51.435672,-0.090997,2014-05-13 09:50:44.565
81008,426167,Private room,Greenwich,Peninsula,29,4.5,9,1.0,89.0,1,51.487176,0.025899,2014-05-13 11:51:31.603
81039,438857,Private room,Hounslow,Osterley and Spring Grove,0,,4,1.0,189.0,1,51.475754,-0.3392,2014-05-13 13:17:08.086
81052,438948,Entire home/apt,Islington,St. Mary's,5,5.0,4,2.0,235.0,3,51.539237,-0.102086,2014-05-13 13:55:47.520
81176,413259,Private room,Lambeth,Larkhall,27,4.5,2,1.0,66.0,2,51.469046,-0.131215,2014-05-13 07:46:32.538
81211,439880,Entire home/apt,Camden,Belsize,1,4.5,4,1.0,284.0,7,51.548384,-0.163436,2014-05-13 09:21:25.200
81410,441494,Entire home/apt,Westminster,Marylebone High Street,53,5.0,6,2.0,644.0,5,51.521284,-0.140478,2014-05-13 06:44:11.082
81449,441736,Entire home/apt,Tower Hamlets,Whitechapel,64,4.5,2,1.0,191.0,2,51.512009,-0.066435,2014-05-13 08:33:20.115
81473,441881,Private room,Bromley,Crystal Palace,25,5.0,2,1.0,76.0,2,51.416429,-0.076728,2014-05-13 09:36:59.728
81487,442004,Entire home/apt,Camden,Gospel Oak,4,4.5,4,2.0,227.0,5,51.550445,-0.160862,2014-05-13 10:16:20.077
81594,442801,Entire home/apt,Wandsworth,Southfields,9,5.0,4,1.0,129.0,4,51.446463,-0.200504,2014-05-13 15:18:16.290
81607,442885,Entire home/apt,Hammersmith and Fulham,Palace Riverside,5,4.5,7,4.0,379.0,5,51.478981,-0.222254,2014-05-13 15:55:50.011
81611,226889,Entire home/apt,Wandsworth,Southfields,0,,6,4.0,454.0,3,51.448153,-0.20461,2014-05-13 16:06:33.972
81635,443041,Private room,Islington,Clerkenwell,2,5.0,2,1.0,284.0,3,51.528427,-0.111608,2014-05-13 17:13:49.669
81936,445223,Private room,Southwark,Livesey,5,5.0,2,1.0,112.0,2,51.476657,-0.060527,2014-05-13 07:25:46.634
82272,447486,Private room,Southwark,Newington,88,4.5,2,1.0,91.0,1,51.490887,-0.098788,2014-05-13 11:04:51.380
82308,447715,Private room,Greenwich,Abbey Wood,3,4.0,2,1.0,59.0,1,51.497504,0.118204,2014-05-13 12:46:44.942
