listings_x,price_sum_x,price_mean_x,price_median,price_std_x,lq_x,uq_x,listings_y,price_sum_y,price_mean_y,price_std_y,lq_y,uq_y,change_listings,change_price_sum,change_price_mean,change_price_std,change_lq,change_uq,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,latitude,longitude,geometry,medianincome,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021,house_price_change_16to21,deprivation,gent
2,120,60,60,28.28427125,50,70,1,57,57,0,57,57,1,63,3,60,-28.72,-7,E01000110,Barking and Dagenham 002C,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,E12000007,London,1416,1404,12,72.8,501,2.8,548827.5998,188219.3346,POINT (548827.5998 188219.3346),41580,357500,425000,67500,5,0.41
2,139,69.5,69.5,57.27564928,49.25,89.75,2,82,41,12.72792206,36.5,45.5,0,57,28.5,56.77,20.78,3.75,E01000111,Barking and Dagenham 002D,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,E12000007,London,1833,1833,0,61.8,732,2.5,548737.998,187749.8873,POINT (548737.998 187749.8873),36830,260000,315000,55000,3,0.44
3,354,118,40,139.4525009,37.5,159.5,0,0,0,0,0,0,3,354,118,40,139.45,37.5,E01000112,Barking and Dagenham 002E,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,E12000007,London,1871,1871,0,67.4,739,2.5,548225.5627,187774.7286,POINT (548225.5627 187774.7286),37950,207500,365000,157500,4,0.46
4,380,95,72.5,72.45688373,57.5,110,4,291,72.75,21.15616537,68,80.75,0,89,22.25,51.34,4.46,-23.25,E01000115,Barnet 009A,E02000032,Barnet 009,E09000003,Barnet,E12000007,London,1484,1460,24,54.2,485,3,528718.6292,194673.4013,POINT (528718.6292 194673.4013),44710,800000,752500,-47500,9,0.38
2,60,30,30,7.071067812,27.5,32.5,2,145,72.5,40.30508653,58.25,86.75,0,-85,-42.5,-10.31,-51.18,-59.25,E01000116,Barnet 009B,E02000032,Barnet 009,E09000003,Barnet,E12000007,London,1718,1718,0,70.1,623,2.8,528363.9315,194387.223,POINT (528363.9314999999 194387.223),40960,575000,605000,30000,9,0.45
3,363,121,44,136.8466295,42,161.5,1,50,50,0,50,50,2,313,71,44,86.85,-8,E01000117,Barnet 010A,E02000033,Barnet 010,E09000003,Barnet,E12000007,London,1819,1819,0,54.9,762,2.4,527656.878,194297.091,POINT (527656.878 194297.091),38580,536000,581250,45250,8,0.44
2,103,51.5,51.5,40.30508653,37.25,65.75,5,223,44.6,9.208691547,38,44,-3,-120,6.9,42.29,2.31,-6.75,E01000118,Barnet 010B,E02000033,Barnet 010,E09000003,Barnet,E12000007,London,1936,1936,0,67.8,709,2.7,528030.1854,194045.2924,POINT (528030.1854 194045.2924),39090,490000,545000,55000,8,0.45
3,182,60.66666667,56,33.24655371,43,76,5,264,52.8,16.16168308,44,62,-2,-82,7.87,39.84,-10.75,-19,E01000119,Barnet 009C,E02000032,Barnet 009,E09000003,Barnet,E12000007,London,1680,1680,0,42.3,607,2.8,529138.9515,193975.5955,POINT (529138.9515 193975.5955),42670,739999,655000,-84999,7,0.4
8,379,47.375,40,18.60827389,34.25,56.75,4,258,64.5,35.22782991,45.5,75,4,121,-17.13,4.77,-26.89,-40.75,E01000120,Barnet 009D,E02000032,Barnet 009,E09000003,Barnet,E12000007,London,1504,1504,0,61.4,505,3,528786.5631,194213.9061,POINT (528786.5631 194213.9061),43200,655000,652500,-2500,10,0.35
2,423,211.5,211.5,51.61879503,193.25,229.75,2,119,59.5,41.71930009,44.75,74.25,0,304,152,169.78,6.87,119,E01000122,Barnet 009E,E02000032,Barnet 009,E09000003,Barnet,E12000007,London,1471,1463,8,62.3,522,2.8,529022.2049,193538.2556,POINT (529022.2049 193538.2556),42020,623750,650000,26250,8,0.45
11,517,47,40,25.60468707,27.5,62.5,9,290,32.22222222,12.1426704,26,32,2,227,14.78,27.86,-0.4,-4.5,E01000123,Barnet 010D,E02000033,Barnet 010,E09000003,Barnet,E12000007,London,1664,1664,0,31.6,685,2.4,528518.9911,193198.3988,POINT (528518.9911 193198.3988),37770,445000,500000,55000,8,0.48
9,916,101.7777778,65,150.6069203,35,73,4,531,132.75,106.4686965,68,166.25,5,385,-30.97,-41.47,82.61,-131.25,E01000124,Barnet 010E,E02000033,Barnet 010,E09000003,Barnet,E12000007,London,1621,1621,0,63.4,660,2.5,528538.477,192751.9813,POINT (528538.477 192751.9813),34370,440000,453600,13600,4,0.52
2,120,60,60,56.56854249,40,80,4,452,113,52.91502622,104,142,-2,-332,-53,7.08,-47.43,-102,E01000125,Barnet 024A,E02000047,Barnet 024,E09000003,Barnet,E12000007,London,2779,2690,89,90.3,1015,2.7,519959.7209,191002.8632,POINT (519959.7209 191002.8632),29790,314950,400000,85050,3,0.53
2,577,288.5,288.5,342.9467889,167.25,409.75,0,0,0,0,0,0,2,577,288.5,288.5,342.95,167.25,E01000127,Barnet 024B,E02000047,Barnet 024,E09000003,Barnet,E12000007,London,1505,1505,0,75,514,2.9,520607.6668,191134.6012,POINT (520607.6668 191134.6012),29660,357500,355000,-2500,3,0.4
4,135,33.75,35,7.5,28.75,40,4,344,86,80.35338616,33.5,109,0,-209,-52.25,-45.35,-26,-80.25,E01000128,Barnet 024C,E02000047,Barnet 024,E09000003,Barnet,E12000007,London,1869,1869,0,75.7,624,3,520614.0793,190572.8085,POINT (520614.0793 190572.8085),31120,360000,455000,95000,3,0.38
10,612,61.2,50,43.50938596,31.5,78.75,1,44,44,0,44,44,9,568,17.2,50,-0.49,-12.5,E01000130,Barnet 021A,E02000044,Barnet 021,E09000003,Barnet,E12000007,London,1603,1603,0,93.6,570,2.8,520992.1339,190949.2897,POINT (520992.1339 190949.2897),31670,378500,297000,-81500,3,0.48
10,827,82.7,49.5,85.97292856,26.75,102.5,10,1108,110.8,94.79310805,77.25,89,0,-281,-28.1,-45.29,8.72,-62.25,E01000131,Barnet 024E,E02000047,Barnet 024,E09000003,Barnet,E12000007,London,1806,1796,10,53.7,634,2.8,520821.3765,190213.5824,POINT (520821.3765 190213.5824),32520,390000,455000,65000,5,0.49
2,175,87.5,87.5,17.67766953,81.25,93.75,0,0,0,0,0,0,2,175,87.5,87.5,17.68,81.25,E01000133,Barnet 021C,E02000044,Barnet 021,E09000003,Barnet,E12000007,London,1601,1601,0,102.9,565,2.8,521155.076,191308.5455,POINT (521155.076 191308.5455),30350,370000,405000,35000,3,0.37
19,1916,100.8421053,42,101.5142372,26,140.5,12,1261,105.0833333,83.02952195,60,111.25,7,655,-4.24,-41.03,41.51,-85.25,E01000135,Barnet 038A,E02000061,Barnet 038,E09000003,Barnet,E12000007,London,1564,1493,71,47.3,541,2.8,524705.9827,187036.5267,POINT (524705.9827000001 187036.5267),45170,910000,1530000,620000,7,0.58
12,2394,199.5,71.5,286.8701005,47.25,214.25,18,1515,84.16666667,47.79028944,62.25,99.5,-6,879,115.33,23.71,224.62,-52.25,E01000136,Barnet 038B,E02000061,Barnet 038,E09000003,Barnet,E12000007,London,1532,1466,66,29.4,563,2.6,525464.1491,186869.0433,POINT (525464.1491 186869.0433),61210,1045000,1750000,705000,8,0.41
5,546,109.2,117,49.916931,70,135,2,78,39,12.72792206,34.5,43.5,3,468,70.2,104.27,15.42,26.5,E01000137,Barnet 041A,E02000064,Barnet 041,E09000003,Barnet,E12000007,London,1729,1644,85,140.8,669,2.5,524805.7646,186580.8161,POINT (524805.7646 186580.8161),33260,535000,467525,-67475,3,0.52
21,6669,317.5714286,70,488.9133432,43,194,13,963,74.07692308,38.01855148,50,81,8,5706,243.49,31.98,438.91,-38,E01000138,Barnet 040A,E02000063,Barnet 040,E09000003,Barnet,E12000007,London,1449,1449,0,55.4,523,2.8,524461.1987,186549.0928,POINT (524461.1986999999 186549.0928),37500,618750,828500,209750,3,0.42
16,1898,118.625,67.5,97.1019224,43.75,219.25,10,813,81.3,39.24863763,50.5,102,6,1085,37.33,28.25,46.6,-58.25,E01000139,Barnet 041B,E02000064,Barnet 041,E09000003,Barnet,E12000007,London,1429,1427,2,40.7,560,2.5,524721.8513,185997.9541,POINT (524721.8513 185997.9541),40390,535000,715000,180000,7,0.5
20,1787,89.35,58,78.12559052,30.25,108.5,22,2510,114.0909091,177.1966648,38,119.75,-2,-723,-24.74,-119.2,40.13,-89.5,E01000140,Barnet 041C,E02000064,Barnet 041,E09000003,Barnet,E12000007,London,1631,1606,25,111.6,683,2.4,525101.4903,186406.7948,POINT (525101.4902999999 186406.7948),37170,640000,745000,105000,6,0.5
20,2624,131.2,62.5,118.2021462,34.5,237.25,9,847,94.11111111,58.88217991,45,126,11,1777,37.09,3.62,73.2,-91.5,E01000141,Barnet 039A,E02000062,Barnet 039,E09000003,Barnet,E12000007,London,2104,2081,23,56.8,864,2.4,523766.005,186105.7417,POINT (523766.005 186105.7417),32680,490000,480000,-10000,3,0.48
15,1353,90.2,75,79.39611361,25,109,14,1116,79.71428571,59.84522161,32,119,1,237,10.49,15.15,47.4,-94,E01000142,Barnet 040B,E02000063,Barnet 040,E09000003,Barnet,E12000007,London,2381,2296,85,119.4,950,2.4,524099.7343,186309.8865,POINT (524099.7343 186309.8865),35380,300000,454000,154000,6,0.51
24,2901,120.875,77.5,191.9561346,59.75,102.75,18,1368,76,22.42897286,57,93.25,6,1533,44.88,55.07,134.96,-33.5,E01000144,Barnet 038C,E02000061,Barnet 038,E09000003,Barnet,E12000007,London,1538,1538,0,77.6,607,2.5,524903.008,187680.2201,POINT (524903.008 187680.2201),44790,925000,490000,-435000,5,0.49
5,803,160.6,75,159.9118507,70,150,7,494,70.57142857,30.54972527,43.5,98,-2,309,90.03,44.45,116.41,-28,E01000145,Barnet 037A,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,1517,1473,44,73.2,444,3.3,524455.201,187501.9179,POINT (524455.201 187501.9179),42950,887500,950000,62500,6,0.42
27,5377,199.1481481,50,331.4081499,27,102.5,12,816,68,21.13162215,50,76,15,4561,131.15,28.87,281.41,-49,E01000146,Barnet 038D,E02000061,Barnet 038,E09000003,Barnet,E12000007,London,1716,1715,1,83.1,744,2.3,525007.1816,187265.8816,POINT (525007.1816 187265.8816),42010,900000,757000,-143000,5,0.51
13,993,76.38461538,65,36.49552133,55,89,6,446,74.33333333,14.71960144,68.5,86.5,7,547,2.05,50.28,-32,-31.5,E01000147,Barnet 030A,E02000053,Barnet 030,E09000003,Barnet,E12000007,London,1734,1732,2,85.7,544,3.2,521377.6035,189334.5999,POINT (521377.6035 189334.5999),34160,500000,544000,44000,7,0.45
21,1267,60.33333333,50,38.15407361,41,63,9,747,83,16.33248297,65,95,12,520,-22.67,33.67,-26.85,-54,E01000148,Barnet 030B,E02000053,Barnet 030,E09000003,Barnet,E12000007,London,1873,1858,15,80,725,2.6,521012.5067,189641.5867,POINT (521012.5067 189641.5867),30150,385000,450000,65000,3,0.53
5,1058,211.6,120,236.1891191,70,183,5,275,55,41.06093034,33,49,0,783,156.6,78.94,203.19,21,E01000150,Barnet 036A,E02000059,Barnet 036,E09000003,Barnet,E12000007,London,2060,2056,4,44.3,744,2.8,521803.3442,188804.0358,POINT (521803.3442 188804.0358),32750,302500,515000,212500,6,0.44
4,235,58.75,32.5,61.1521327,27.5,63.75,0,0,0,0,0,0,4,235,58.75,32.5,61.15,27.5,E01000152,Barnet 026C,E02000049,Barnet 026,E09000003,Barnet,E12000007,London,1729,1729,0,93.5,564,3.1,521716.1849,190988.2911,POINT (521716.1849 190988.2911),27940,519950,584999,65049,3,0.43
12,6851,570.9166667,109.5,739.2109378,36,1570,3,371,123.6666667,113.3945913,59.5,167,9,6480,447.25,-3.89,679.71,-131,E01000154,Barnet 026E,E02000049,Barnet 026,E09000003,Barnet,E12000007,London,1360,1360,0,100.8,501,2.7,521687.5335,190332.2572,POINT (521687.5335 190332.2572),27750,348500,392500,44000,3,0.5
46,9574,208.1304348,65,428.224739,35.5,117.25,17,1638,96.35294118,56.26048922,50,127,29,7936,111.78,8.74,378.22,-91.5,E01000155,Barnet 030D,E02000053,Barnet 030,E09000003,Barnet,E12000007,London,1880,1880,0,64.7,797,2.4,521266.251,190032.7686,POINT (521266.251 190032.7686),31820,351500,385000,33500,5,0.66
8,627,78.375,49.5,62.63485451,36,107,8,484,60.5,35.53670135,36.5,74.75,0,143,17.88,13.96,26.13,-38.75,E01000156,Barnet 022A,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,1875,1875,0,104.2,751,2.5,528322.4713,190689.8768,POINT (528322.4713 190689.8768),40200,710000,710000,0,9,0.59
3,172,57.33333333,43,36.66515148,36.5,71,6,619,103.1666667,43.82883374,68.75,134,-3,-447,-45.83,-0.83,-32.08,-97.5,E01000157,Barnet 022B,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,1541,1541,0,122.4,689,2.2,528559.3932,191004.3483,POINT (528559.3932 191004.3483),37090,416500,360000,-56500,7,0.53
9,533,59.22222222,56,38.55443482,35,66,3,254,84.66666667,70.68474611,44.5,111,6,279,-25.44,-14.68,-5.95,-76,E01000158,Barnet 015A,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,1470,1455,15,54.4,564,2.6,528056.4391,192599.9576,POINT (528056.4391 192599.9576),38270,730000,697500,-32500,5,0.55
7,543,77.57142857,53,59.43583976,41,89,5,535,107,76.9610291,63,124,2,8,-29.43,-23.96,-3.56,-83,E01000159,Barnet 015B,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,1777,1777,0,36,645,2.8,527616.9566,192710.1247,POINT (527616.9566 192710.1247),40320,640000,745000,105000,6,0.41
8,504,63,50,35.06320823,33.75,100.5,9,606,67.33333333,25.42144764,63,70,-1,-102,-4.33,24.58,-27.94,-36.25,E01000160,Barnet 015C,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,2061,2037,24,68.1,923,2.2,528533.5809,192130.2539,POINT (528533.5808999999 192130.2539),41910,498500,596500,98000,7,0.52
9,745,82.77777778,75,47.57304325,50,135,5,507,101.4,35.68332944,89,126,4,238,-18.62,39.32,-41.43,-76,E01000161,Barnet 015D,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,1821,1752,69,75.1,710,2.5,528018.6947,192134.5158,POINT (528018.6947 192134.5158),37580,610000,597500,-12500,6,0.5
5,559,111.8,60,107.4997674,60,100,8,892,111.5,48.02082881,93.25,133,-3,-333,0.3,11.98,14.25,-73,E01000162,Barnet 015E,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,1599,1502,97,87.7,552,2.7,527620.3567,191965.0647,POINT (527620.3567 191965.0647),37870,640000,571800,-68200,5,0.42
8,477,59.625,37.5,40.76741521,30,91.75,2,92,46,24.04163056,37.5,54.5,6,385,13.63,13.46,3.27,-24.5,E01000163,Barnet 022C,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,1558,1547,11,81.4,759,2,528540.9799,191511.2186,POINT (528540.9799 191511.2186),32880,325000,317663,-7337,3,0.5
11,513,46.63636364,35,44.90717699,28,40,4,288,72,44.84789107,38.75,103.75,7,225,-25.36,-9.85,6.16,-75.75,E01000164,Barnet 022D,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,1686,1686,0,30.8,648,2.6,527990.9323,191272.181,POINT (527990.9323 191272.181),34470,575000,600000,25000,4,0.53
4,235,58.75,42,51.09712973,30.75,70,1,82,82,0,82,82,3,153,-23.25,42,-30.9,-51.25,E01000165,Barnet 022E,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,1862,1862,0,100.5,707,2.6,528183.52,191733.7622,POINT (528183.52 191733.7622),38420,450000,527500,77500,7,0.51
3,549,183,100,198.9396894,69.5,255,1,50,50,0,50,50,2,499,133,100,148.94,19.5,E01000166,Barnet 003A,E02000026,Barnet 003,E09000003,Barnet,E12000007,London,1582,1582,0,42.8,648,2.4,527439.5508,196636.0743,POINT (527439.5508 196636.0743),40100,545000,557500,12500,6,0.48
3,90,30,30,5,27.5,32.5,4,237,59.25,45.47068653,33.5,64.75,-1,-147,-29.25,-15.47,-28.5,-37.25,E01000167,Barnet 002A,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,1307,1307,0,21.7,522,2.5,526725.5031,196819.3076,POINT (526725.5031 196819.3076),35430,370350,527500,157150,3,0.38
5,489,97.8,55,88.3555318,50,99,0,0,0,0,0,0,5,489,97.8,55,88.36,50,E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,E12000007,London,1564,1559,5,49.8,576,2.7,527675.3196,196079.3696,POINT (527675.3196 196079.3696),43990,737500,780000,42500,9,0.39
2,104,52,52,4.242640687,50.5,53.5,1,45,45,0,45,45,1,59,7,52,-40.76,5.5,E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,E12000007,London,1849,1849,0,55.5,856,2.2,526665.1541,196043.1969,POINT (526665.1541 196043.1969),36690,395000,416000,21000,4,0.46
11,1956,177.8181818,254,113.4079523,64.5,254,5,404,80.8,43.0197629,38,107,6,1552,97.02,210.98,75.41,-42.5,E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,E12000007,London,1728,1728,0,91.7,766,2.3,527075.1059,195247.4159,POINT (527075.1059 195247.4159),36740,423625,487750,64125,6,0.46
6,573,95.5,67.5,93.27111021,29,115,2,95,47.5,13.43502884,42.75,52.25,4,478,48,54.06,50.52,-23.25,E01000175,Barnet 006E,E02000029,Barnet 006,E09000003,Barnet,E12000007,London,1585,1585,0,31.6,618,2.6,527442.1431,194788.0963,POINT (527442.1431 194788.0963),41690,533000,652000,119000,9,0.45
8,808,101,75,70.50430585,53.75,155,7,567,81,48.31148932,55.5,88.5,1,241,20,26.69,15,-34.75,E01000177,Barnet 029A,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,1628,1628,0,96.5,690,2.4,526736.3575,189796.109,POINT (526736.3575 189796.109),43380,583985,560000,-23985,9,0.56
11,945,85.90909091,47,86.17128819,33.5,97.5,8,546,68.25,75.12037958,33.75,57.75,3,399,17.66,-28.12,52.42,-24.25,E01000178,Barnet 027B,E02000050,Barnet 027,E09000003,Barnet,E12000007,London,1791,1791,0,42.9,695,2.6,527211.1785,190122.4659,POINT (527211.1785 190122.4659),42070,548750,938500,389750,9,0.47
9,532,59.11111111,60,25.67315935,48,75,10,655,65.5,28.27346616,43.25,80.5,-1,-123,-6.39,31.73,-17.58,-32.5,E01000179,Barnet 029B,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,1614,1614,0,112.2,763,2.1,526410.2966,189988.3879,POINT (526410.2966 189988.3879),42940,400000,605000,205000,9,0.62
6,574,95.66666667,99.5,21.96967607,84.75,100,4,329,82.25,45.22812547,49,117.25,2,245,13.42,54.27,-27.03,-32.5,E01000180,Barnet 029C,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,1607,1607,0,94.1,689,2.3,526811.1609,189452.5784,POINT (526811.1609 189452.5784),39530,553750,698500,144750,6,0.54
10,710,71,65,39.02136167,34,100,14,789,56.35714286,29.70523689,35,62,-4,-79,14.64,35.29,4.02,-28,E01000181,Barnet 029D,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,1711,1711,0,119.6,669,2.6,527304.8615,189609.7401,POINT (527304.8615 189609.7401),47020,945000,957000,12000,9,0.59
15,1494,99.6,50,94.56124244,42,142.5,14,1043,74.5,34.39308965,57,75,1,451,25.1,15.61,37.56,-33,E01000182,Barnet 029E,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,1691,1691,0,77.1,746,2.3,527434.3094,189249.7782,POINT (527434.3094 189249.7782),44160,790000,1051250,261250,9,0.6
3,215,71.66666667,35,67.88470618,32.5,92.5,4,454,113.5,94.63438417,71,124.5,-1,-239,-41.83,-59.63,-3.12,-92,E01000183,Barnet 033A,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,1473,1392,81,63.7,584,2.4,526456.7204,189419.7662,POINT (526456.7204 189419.7662),46900,575000,782500,207500,8,0.56
8,438,54.75,48,15.96200847,46.75,65,3,290,96.66666667,50.93459859,69.5,120,5,148,-41.92,-2.93,-53.54,-73.25,E01000184,Barnet 027C,E02000050,Barnet 027,E09000003,Barnet,E12000007,London,1414,1414,0,20.6,503,2.8,527113.8942,190781.5516,POINT (527113.8942 190781.5516),33740,345000,380000,35000,3,0.49
5,253,50.6,52,15.37205256,36,59,2,101,50.5,17.67766953,44.25,56.75,3,152,0.1,34.32,-28.88,-20.75,E01000186,Barnet 014A,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,1612,1612,0,63.2,501,3.2,519546.2153,192972.5681,POINT (519546.2153 192972.5681),43950,730000,765000,35000,10,0.43
2,142,71,71,19.79898987,64,78,1,95,95,0,95,95,1,47,-24,71,-75.2,-31,E01000187,Barnet 014B,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,1657,1657,0,76.8,593,2.8,519667.8648,193349.0776,POINT (519667.8648 193349.0776),39320,631000,655000,24000,7,0.46
7,387,55.28571429,39,57.95893456,29,42.5,3,159,53,30.5122926,36,65.5,4,228,2.29,8.49,21.96,-36.5,E01000188,Barnet 014C,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,1554,1554,0,4.9,516,3,518736.6631,193868.8835,POINT (518736.6631 193868.8835),44730,810000,802500,-7500,9,0.36
7,678,96.85714286,50,88.23723434,44.5,127,1,101,101,0,101,101,6,577,-4.14,50,-12.76,-56.5,E01000189,Barnet 014D,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,1814,1814,0,111.9,711,2.6,518588.0379,192789.5809,POINT (518588.0379 192789.5809),32140,385000,455000,70000,4,0.49
4,161,40.25,23.5,36.61852901,20.5,43.25,1,54,54,0,54,54,3,107,-13.75,23.5,-17.38,-33.5,E01000190,Barnet 014E,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,1579,1579,0,63.6,546,2.9,518867.6979,192480.4669,POINT (518867.6979 192480.4669),42630,496000,687500,191500,8,0.34
4,268,67,69,46.10856753,31.25,104.75,2,129,64.5,37.4766594,51.25,77.75,2,139,2.5,31.52,-5.14,-46.5,E01000191,Barnet 014F,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,1525,1525,0,60,530,2.9,519284.8053,192683.6516,POINT (519284.8053 192683.6516),43570,410000,538000,128000,9,0.42
3,186,62,38,41.56921938,38,74,0,0,0,0,0,0,3,186,62,38,41.57,38,E01000192,Barnet 018A,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,1850,1850,0,65.1,683,2.7,519656.5751,192267.8339,POINT (519656.5751 192267.8339),37980,630500,599950,-30550,6,0.52
5,736,147.2,69,153.1574353,27,243,5,382,76.4,34.49347764,50,101,0,354,70.8,34.51,103.16,-74,E01000193,Barnet 018B,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,1709,1709,0,56.2,594,2.9,519243.9206,192049.0056,POINT (519243.9206 192049.0056),38790,320000,610000,290000,6,0.41
8,909,113.625,75,138.8832372,41,95.75,7,708,101.1428571,60.66143358,66.5,119,1,201,12.48,14.34,72.38,-78,E01000194,Barnet 018C,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,1640,1640,0,49.3,610,2.7,519605.9136,191626.2832,POINT (519605.9136 191626.2832),36090,575000,570000,-5000,5,0.54
11,1042,94.72727273,95,44.39389802,60,127.5,5,492,98.4,48.85488717,57,139,6,550,-3.67,46.15,-12.61,-79,E01000196,Barnet 028A,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,1802,1802,0,73.3,896,2,525046.0716,190341.4013,POINT (525046.0716 190341.4013),41320,485000,450000,-35000,7,0.49
7,489,69.85714286,60,43.47577322,40,97,2,140,70,0,70,70,5,349,-0.14,60,-26.52,-30,E01000197,Barnet 023A,E02000046,Barnet 023,E09000003,Barnet,E12000007,London,1830,1827,3,66.1,707,2.6,525590.2097,190258.8469,POINT (525590.2097 190258.8469),42600,460750,827500,366750,7,0.43
11,617,56.09090909,35,39.32036252,29.5,83,8,513,64.125,23.76935302,47,80.75,3,104,-8.03,11.23,-7.68,-51.25,E01000198,Barnet 025A,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,1893,1893,0,57.5,685,2.8,523787.1515,190059.9466,POINT (523787.1515 190059.9466),44290,482500,505000,22500,7,0.42
4,679,169.75,95,208.2472489,34.75,230,2,709,354.5,430.6280297,202.25,506.75,2,-30,-184.75,-335.63,6,-472,E01000199,Barnet 025B,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,1617,1617,0,47.8,671,2.4,524299.0223,190502.6961,POINT (524299.0223 190502.6961),46540,790000,807500,17500,9,0.53
5,589,117.8,124,84.73015992,50,200,1,38,38,0,38,38,4,551,79.8,124,46.73,12,E01000200,Barnet 028B,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,1845,1839,6,66.4,863,2.1,524474.7134,190119.5199,POINT (524474.7134 190119.5199),44070,710000,712500,2500,8,0.55
3,292,97.33333333,40,114.3430511,31.5,134.5,3,391,130.3333333,59.74389788,107,164,0,-99,-33,-19.74,7.34,-132.5,E01000201,Barnet 028C,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,1531,1531,0,38.9,517,3,524454.5243,189613.604,POINT (524454.5243 189613.604),52280,1500000,1554000,54000,9,0.51
5,580,116,80,87.1349528,75,150,11,923,83.90909091,88.14131216,38,75,-6,-343,32.09,-8.14,49.13,0,E01000202,Barnet 028D,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,1751,1751,0,77.5,648,2.7,525043.6355,189923.4251,POINT (525043.6355 189923.4251),47650,692500,1000000,307500,9,0.45
11,909,82.63636364,86,40.31196529,49,102,6,1290,215,436.8313176,26,59.75,5,-381,-132.36,-350.83,14.31,-10.75,E01000203,Barnet 028E,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,1718,1646,72,56.3,613,2.7,525259.895,189707.9051,POINT (525259.895 189707.9051),40530,570000,837500,267500,6,0.57
